Server: Loading model from game_engine/model/best_model.pth
Server Ready: Batch=4096, Streams=8, Device=cuda
   [Worker 0] Starting Game 1...
   [Worker 3] Starting Game 1...
   [Worker 2] Starting Game 1...
   [Worker 6] Starting Game 1...
   [Worker 5] Starting Game 1...
   [Worker 1] Starting Game 1...
   [Worker 4] Starting Game 1...
   [Worker 7] Starting Game 1...
   [Worker 14] Starting Game 1...
   [Worker 8] Starting Game 1...
   [Worker 10] Starting Game 1...
   [Worker 9] Starting Game 1...
   [Worker 11] Starting Game 1...
   [Worker 13] Starting Game 1...
   [Worker 12] Starting Game 1...
   [Worker 17] Starting Game 1...
   [Worker 16] Starting Game 1...
   [Worker 15] Starting Game 1...
   [Worker 22] Starting Game 1...
   [Worker 21] Starting Game 1...
   [Worker 18] Starting Game 1...
   [Worker 25] Starting Game 1...
   [Worker 19] Starting Game 1...
   [Worker 20] Starting Game 1...
   [Worker 23] Starting Game 1...
   [Worker 29] Starting Game 1...
   [Worker 24] Starting Game 1...
   [Worker 26] Starting Game 1...
   [Worker 27] Starting Game 1...
   [Worker 28] Starting Game 1...
   [Worker 36] Starting Game 1...
   [Worker 30] Starting Game 1...
   [Worker 31] Starting Game 1...
   [Worker 32] Starting Game 1...
   [Worker 34] Starting Game 1...
   [Worker 33] Starting Game 1...
   [Worker 35] Starting Game 1...
   [Worker 37] Starting Game 1...
   [Worker 40] Starting Game 1...
   [Worker 42] Starting Game 1...
   [Worker 38] Starting Game 1...
   [Worker 39] Starting Game 1...
   [Worker 41] Starting Game 1...
   [Worker 43] Starting Game 1...
   [Worker 0] Move 1: a2a3 (14.14s | 113 sim/s)
   [Worker 22] Move 16: g7g6 (5.57s | 287 sim/s)
   [Worker 9] Move 328: h7g6 (24.75s | 65 sim/s)
   [Worker 9] Move 329: a6c5 (0.15s | 10806 sim/s)
   [Worker 9] Finished Game 4 in 4649.5s |  Total Moves 329 | Result 1/2-1/2
   [Worker 22] Move 17: h5h6 (5.31s | 301 sim/s)
   [Worker 1] Move 363: d7c7 (29.99s | 53 sim/s)
   [Worker 22] Move 18: h8g8 (5.43s | 294 sim/s)
   [Worker 8] Move 121: g2h3 (16.04s | 100 sim/s)
   [Worker 1] Move 364: e3e8 (6.24s | 256 sim/s)
   [Worker 2] Move 349: f7g7 (26.51s | 60 sim/s)
   [Worker 22] Move 19: h6g5 (5.45s | 293 sim/s)
   [Worker 16] Move 377: b7a6 (29.93s | 53 sim/s)
   [Worker 2] Move 350: f5e6 (5.41s | 296 sim/s)
   [Worker 16] Move 378: d7c8 (4.67s | 343 sim/s)
   [Worker 22] Move 20: e7e5 (6.39s | 250 sim/s)
   [Worker 4] Move 356: a1a2 (31.63s | 51 sim/s)
   [Worker 22] Move 21: g5f6 (6.97s | 230 sim/s)
   [Worker 4] Move 357: h4h5 (5.76s | 278 sim/s)
   [Worker 22] Move 22: a8b8 (7.34s | 218 sim/s)
   [Worker 8] Move 122: a5b5 (26.78s | 60 sim/s)
   [Worker 1] Move 365: c7d6 (28.15s | 57 sim/s)
   [Worker 16] Move 379: a6a7 (19.53s | 82 sim/s)
   [Worker 22] Move 23: f6e6 (5.27s | 304 sim/s)
   [Worker 1] Move 366: h4g5 (5.50s | 291 sim/s)
   [Worker 16] Move 380: c8d7 (5.95s | 269 sim/s)
   [Worker 2] Move 351: g7h7 (26.69s | 60 sim/s)
   [Worker 22] Move 24: e8d8 (7.39s | 216 sim/s)
   [Worker 2] Move 352: e6d6 (5.09s | 315 sim/s)
   [Worker 8] Move 123: e6e7 (18.24s | 88 sim/s)
   [Worker 22] Move 25: f4e5 (7.29s | 220 sim/s)
   [Worker 4] Move 358: a2a1 (31.81s | 50 sim/s)
   [Worker 22] Move 26: f8g7 (7.71s | 208 sim/s)
   [Worker 4] Move 359: b6b5 (5.35s | 299 sim/s)
   [Worker 16] Move 381: a7b6 (21.82s | 73 sim/s)
   [Worker 22] Move 27: d2d4 (6.12s | 262 sim/s)
   [Worker 28] Move 208: c1d2 (86.67s | 18 sim/s)
   [Worker 1] Move 367: d6c5 (29.90s | 54 sim/s)
   [Worker 16] Move 382: d7e8 (8.01s | 200 sim/s)
   [Worker 22] Move 28: d7f8 (8.59s | 186 sim/s)
   [Worker 28] Move 209: e5g6 (8.57s | 187 sim/s)
   [Worker 2] Move 353: h7h8 (27.96s | 57 sim/s)
   [Worker 8] Move 124: a2a1q (25.76s | 62 sim/s)
   [Worker 1] Move 368: e8e6 (6.28s | 255 sim/s)
   [Worker 22] Move 29: e6f7 (5.53s | 289 sim/s)
   [Worker 2] Move 354: d6d1 (5.24s | 305 sim/s)
   [Worker 8] Move 125: f6f7 (8.47s | 189 sim/s)
   [Worker 22] Move 30: g6g5 (8.62s | 186 sim/s)
   [Worker 4] Move 360: a1a2 (32.33s | 49 sim/s)
   [Worker 22] Move 31: f7c7 (6.11s | 262 sim/s)
   [Worker 16] Move 383: b6a6 (26.99s | 59 sim/s)
   [Worker 22] Move 32: d8c7 (7.38s | 217 sim/s)
   [Worker 4] Move 361: c5b4 (7.82s | 204 sim/s)
   [Worker 8] Move 126: a1a5 (20.56s | 78 sim/s)
   [Worker 16] Move 384: h5g5 (7.07s | 226 sim/s)
   [Worker 2] Move 355: h8g8 (25.66s | 62 sim/s)
   [Worker 22] Move 33: g1f3 (6.45s | 248 sim/s)
   [Worker 1] Move 369: c5b5 (33.35s | 48 sim/s)
   [Worker 8] Move 127: f7g7 (6.33s | 253 sim/s)
   [Worker 2] Move 356: d1a4 (8.12s | 197 sim/s)
   [Worker 22] Move 34: g7e5 (8.60s | 186 sim/s)
   [Worker 1] Move 370: e6f5 (8.30s | 193 sim/s)
   [Worker 28] Move 210: d2c2 (48.62s | 33 sim/s)
   [Worker 22] Move 35: f3g1 (7.25s | 221 sim/s)
   [Worker 22] Move 36: c7d7 (6.75s | 237 sim/s)
   [Worker 16] Move 385: a6b6 (25.74s | 62 sim/s)
   [Worker 28] Move 211: e4e3 (9.77s | 164 sim/s)
   [Worker 22] Move 37: b1d2 (7.56s | 212 sim/s)
   [Worker 2] Move 357: g8f8 (25.04s | 64 sim/s)
   [Worker 16] Move 386: e8d7 (9.89s | 162 sim/s)
   [Worker 8] Move 128: b5c6 (32.47s | 49 sim/s)
   [Worker 22] Move 38: e5g3 (6.68s | 239 sim/s)
   [Worker 2] Move 358: a4f4 (5.71s | 280 sim/s)
   [Worker 8] Move 129: e7e8q (7.17s | 223 sim/s)
   [Worker 8] Finished Game 4 in 1345.4s |  Total Moves 129 | Result 1-0
   [Worker 22] Move 39: e1e2 (7.97s | 201 sim/s)
   [Worker 22] Move 40: g5h4 (5.74s | 279 sim/s)
   [Worker 22] Move 41: d2b1 (8.37s | 191 sim/s)
   [Worker 22] Move 42: d7e8 (6.05s | 265 sim/s)
   [Worker 16] Move 387: b6a6 (32.05s | 50 sim/s)
   [Worker 1] Move 371: b5a6 (55.61s | 29 sim/s)
   [Worker 16] Move 388: d7e7 (7.03s | 228 sim/s)
   [Worker 1] Move 372: f5f4 (5.91s | 271 sim/s)
   [Worker 22] Move 43: e2f3 (8.85s | 181 sim/s)
   [Worker 2] Move 359: f8e8 (36.79s | 43 sim/s)
   [Worker 2] Move 360: g2g1 (4.50s | 356 sim/s)
   [Worker 22] Move 44: e8f7 (5.44s | 294 sim/s)
   [Worker 4] Move 362: a2a1 (90.67s | 18 sim/s)
   [Worker 22] Move 45: a4a5 (9.14s | 175 sim/s)
   [Worker 4] Move 363: h5g4 (8.26s | 194 sim/s)
   [Worker 22] Move 46: h7h5 (6.48s | 247 sim/s)
   [Worker 2] Move 361: e8d7 (18.52s | 86 sim/s)
   [Worker 1] Move 373: a6b5 (29.33s | 55 sim/s)
   [Worker 2] Move 362: f4e3 (6.27s | 255 sim/s)
   [Worker 28] Move 212: c2c3 (79.11s | 20 sim/s)
   [Worker 22] Move 47: b1d2 (10.38s | 154 sim/s)
   [Worker 16] Move 389: a6b6 (34.77s | 46 sim/s)
   [Worker 1] Move 374: f4e3 (8.20s | 195 sim/s)
   [Worker 28] Move 213: e3e4 (7.39s | 216 sim/s)
   [Worker 22] Move 48: c8g4 (6.55s | 244 sim/s)
   [Worker 22] Finished Game 4 in 301.3s |  Total Moves 48 | Result 0-1
   [Worker 16] Move 390: e7f7 (10.84s | 148 sim/s)
   [Worker 2] Move 363: d7c7 (29.79s | 54 sim/s)
   [Worker 2] Move 364: e3e8 (6.22s | 257 sim/s)
   [Worker 16] Move 391: b6b7 (36.90s | 43 sim/s)
   [Worker 1] Move 375: b5a5 (50.63s | 32 sim/s)
   [Worker 4] Move 364: a1b2 (71.23s | 22 sim/s)
   [Worker 2] Move 365: c7d6 (27.59s | 58 sim/s)
   [Worker 1] Move 376: e3f2 (6.83s | 234 sim/s)
   [Worker 16] Move 392: f7g8 (15.51s | 103 sim/s)
   [Worker 2] Move 366: h4g5 (5.18s | 309 sim/s)
   [Worker 4] Move 365: g4g5 (14.15s | 113 sim/s)
   [Worker 28] Move 214: c3c2 (69.59s | 23 sim/s)
   [Worker 28] Move 215: e4e3 (9.74s | 164 sim/s)
   [Worker 1] Move 377: a5b5 (31.48s | 51 sim/s)
   [Worker 2] Move 367: d6c5 (29.25s | 55 sim/s)
   [Worker 1] Move 378: f2f1 (8.24s | 194 sim/s)
   [Worker 2] Move 368: e8e6 (6.43s | 249 sim/s)
   [Worker 16] Move 393: b7a8 (54.64s | 29 sim/s)
   [Worker 16] Move 394: g8f8 (6.35s | 252 sim/s)
   [Worker 1] Move 379: b5b6 (28.91s | 55 sim/s)
   [Worker 2] Move 369: c5b5 (32.77s | 49 sim/s)
   [Worker 1] Move 380: f1g2 (7.93s | 202 sim/s)
   [Worker 4] Move 366: b2a1 (67.99s | 24 sim/s)
   [Worker 2] Move 370: e6f5 (8.59s | 186 sim/s)
   [Worker 4] Move 367: g5f4 (9.48s | 169 sim/s)
   [Worker 16] Move 395: a8b7 (36.23s | 44 sim/s)
   [Worker 28] Move 216: c2c3 (80.32s | 20 sim/s)
   [Worker 28] Move 217: e3e4 (7.23s | 221 sim/s)
   [Worker 16] Move 396: f8e8 (15.18s | 105 sim/s)
   [Worker 1] Move 381: b6c7 (38.79s | 41 sim/s)
   [Worker 1] Move 382: g2h2 (7.38s | 217 sim/s)
   [Worker 2] Move 371: b5a6 (55.39s | 29 sim/s)
   [Worker 2] Move 372: f5f4 (5.63s | 284 sim/s)
   [Worker 1] Move 383: c7b6 (29.18s | 55 sim/s)
   [Worker 16] Move 397: b7a6 (43.59s | 37 sim/s)
   [Worker 1] Move 384: g5f6 (8.04s | 199 sim/s)
   [Worker 28] Move 218: c3c2 (51.62s | 31 sim/s)
   [Worker 16] Move 398: e8f7 (7.60s | 210 sim/s)
   [Worker 2] Move 373: a6b5 (29.01s | 55 sim/s)
   [Worker 28] Move 219: e4e3 (9.82s | 163 sim/s)
   [Worker 2] Move 374: f4e3 (7.93s | 202 sim/s)
   [Worker 4] Move 368: a1b2 (96.72s | 17 sim/s)
   [Worker 4] Move 369: b5c4 (12.72s | 126 sim/s)
   [Worker 16] Move 399: a6b6 (37.99s | 42 sim/s)
   [Worker 1] Move 385: b6c5 (53.62s | 30 sim/s)
   [Worker 16] Move 400: f7g8 (12.51s | 128 sim/s)
   [Worker 16] Game 4 ended in FORCED DRAW (Max moves 400)
   [Worker 16] Finished Game 4 in 7598.2s |  Total Moves 400 | Result 1/2-1/2
   [Worker 1] Move 386: h2c7 (7.64s | 209 sim/s)
   [Worker 2] Move 375: b5a5 (51.02s | 31 sim/s)
   [Worker 2] Move 376: e3f2 (6.82s | 234 sim/s)
   [Worker 28] Move 220: c2c3 (82.27s | 19 sim/s)
   [Worker 28] Move 221: e3e4 (6.33s | 253 sim/s)
   [Worker 4] Move 370: b2b1 (68.04s | 24 sim/s)
   [Worker 2] Move 377: a5b5 (31.57s | 51 sim/s)
   [Worker 1] Move 387: c5b4 (48.37s | 33 sim/s)
   [Worker 4] Move 371: c4c3 (8.13s | 197 sim/s)
   [Worker 2] Move 378: f2f1 (8.42s | 190 sim/s)
   [Worker 1] Move 388: c7b6 (8.66s | 185 sim/s)
   [Worker 2] Move 379: b5b6 (29.13s | 55 sim/s)
   [Worker 4] Move 372: b1a2 (33.51s | 48 sim/s)
   [Worker 28] Move 222: c3c2 (50.78s | 32 sim/s)
   [Worker 4] Move 373: c3c4 (5.99s | 267 sim/s)
   [Worker 2] Move 380: f1g2 (7.84s | 204 sim/s)
   [Worker 28] Move 223: e4d5 (10.80s | 148 sim/s)
   [Worker 1] Move 389: b4c4 (62.62s | 26 sim/s)
   [Worker 1] Move 390: f6e5 (4.85s | 330 sim/s)
   [Worker 2] Move 381: b6c7 (38.70s | 41 sim/s)
   [Worker 2] Move 382: g2h2 (7.34s | 218 sim/s)
   [Worker 1] Move 391: c4d3 (28.46s | 56 sim/s)
   [Worker 4] Move 374: a2a1 (69.92s | 23 sim/s)
   [Worker 1] Move 392: b6b1 (9.29s | 172 sim/s)
   [Worker 2] Move 383: c7b6 (29.01s | 55 sim/s)
   [Worker 4] Move 375: c4c3 (7.26s | 220 sim/s)
   [Worker 2] Move 384: g5f6 (8.06s | 199 sim/s)
   [Worker 28] Move 224: c2c3 (87.27s | 18 sim/s)
   [Worker 28] Move 225: f7d7 (8.42s | 190 sim/s)
   [Worker 1] Move 393: d3d2 (45.60s | 35 sim/s)
   [Worker 1] Move 394: g1h2 (6.64s | 241 sim/s)
   [Worker 4] Move 376: a1a2 (59.26s | 27 sim/s)
   [Worker 2] Move 385: b6c5 (53.26s | 30 sim/s)
   [Worker 4] Move 377: c3c4 (6.29s | 254 sim/s)
   [Worker 2] Move 386: h2c7 (7.64s | 209 sim/s)
   [Worker 1] Move 395: d2e2 (47.48s | 34 sim/s)
   [Worker 28] Move 226: c3b2 (68.40s | 23 sim/s)
   [Worker 1] Move 396: h2h3 (6.89s | 232 sim/s)
   [Worker 28] Move 227: g6e5 (13.83s | 116 sim/s)
   [Worker 2] Move 387: c5b4 (50.42s | 32 sim/s)
   [Worker 2] Move 388: c7b6 (8.92s | 179 sim/s)
   [Worker 4] Move 378: a2b2 (70.26s | 23 sim/s)
   [Worker 4] Move 379: b4c5 (8.11s | 197 sim/s)
   [Worker 1] Move 397: e2f2 (48.91s | 33 sim/s)
   [Worker 1] Move 398: b1b2 (6.11s | 262 sim/s)
   [Worker 28] Move 228: b2a2 (68.12s | 23 sim/s)
   [Worker 28] Move 229: d5d6 (9.94s | 161 sim/s)
   [Worker 2] Move 389: b4c4 (64.41s | 25 sim/s)
   [Worker 2] Move 390: f6e5 (4.94s | 324 sim/s)
   [Worker 1] Move 399: f2g1 (45.76s | 35 sim/s)
   [Worker 1] Move 400: h3g3 (5.19s | 308 sim/s)
   [Worker 1] Game 3 ended in FORCED DRAW (Max moves 400)
   [Worker 1] Finished Game 3 in 6355.3s |  Total Moves 400 | Result 1/2-1/2
   [Worker 1] Starting Game 4...
   [Worker 1] Move 1: b1a3 (3.02s | 530 sim/s)
   [Worker 4] Move 380: b2a1 (65.76s | 24 sim/s)
   [Worker 1] Move 2: c7c6 (3.12s | 513 sim/s)
   [Worker 1] Move 3: e2e3 (3.31s | 483 sim/s)
   [Worker 4] Move 381: c4b4 (7.15s | 224 sim/s)
   [Worker 1] Move 4: e7e5 (3.77s | 424 sim/s)
   [Worker 1] Move 5: f2f3 (4.05s | 395 sim/s)
   [Worker 2] Move 391: c4d3 (28.69s | 56 sim/s)
   [Worker 1] Move 6: b8a6 (3.80s | 421 sim/s)
   [Worker 1] Move 7: f1e2 (4.42s | 362 sim/s)
   [Worker 2] Move 392: b6b1 (9.33s | 172 sim/s)
   [Worker 1] Move 8: g8f6 (3.75s | 427 sim/s)
   [Worker 28] Move 230: a2b2 (49.20s | 33 sim/s)
   [Worker 1] Move 9: e3e4 (4.42s | 362 sim/s)
   [Worker 1] Move 10: f6d5 (3.88s | 413 sim/s)
   [Worker 4] Move 382: a1a2 (31.87s | 50 sim/s)
   [Worker 1] Move 11: e2b5 (5.32s | 301 sim/s)
   [Worker 28] Move 231: d6c5 (13.55s | 118 sim/s)
   [Worker 1] Move 12: f8d6 (4.56s | 351 sim/s)
   [Worker 4] Move 383: b4b3 (5.27s | 304 sim/s)
   [Worker 1] Move 13: a1b1 (5.99s | 267 sim/s)
   [Worker 1] Move 14: d6c7 (4.47s | 358 sim/s)
   [Worker 1] Move 15: d1e2 (5.63s | 284 sim/s)
   [Worker 1] Move 16: a6b4 (4.90s | 326 sim/s)
   [Worker 2] Move 393: d3d2 (45.70s | 35 sim/s)
   [Worker 1] Move 17: g2g3 (6.06s | 264 sim/s)
   [Worker 1] Move 18: d5f4 (4.99s | 321 sim/s)
   [Worker 2] Move 394: g1h2 (6.71s | 239 sim/s)
   [Worker 4] Move 384: a2a1 (36.91s | 43 sim/s)
   [Worker 1] Move 19: e2d1 (6.92s | 231 sim/s)
   [Worker 1] Move 20: g7g6 (4.45s | 359 sim/s)
   [Worker 4] Move 385: b3f7 (6.74s | 237 sim/s)
   [Worker 1] Move 21: g1e2 (6.55s | 244 sim/s)
   [Worker 1] Move 22: f4e2 (4.37s | 366 sim/s)
   [Worker 1] Move 23: a3c4 (6.67s | 240 sim/s)
   [Worker 1] Move 24: b4a2 (5.31s | 301 sim/s)
   [Worker 1] Move 25: c4e3 (6.64s | 241 sim/s)
   [Worker 1] Move 26: e2g3 (5.89s | 272 sim/s)
   [Worker 2] Move 395: d2e2 (46.31s | 35 sim/s)
   [Worker 1] Move 27: b5a4 (6.86s | 233 sim/s)
   [Worker 2] Move 396: h2h3 (6.69s | 239 sim/s)
   [Worker 28] Move 232: b2c3 (89.93s | 18 sim/s)
   [Worker 1] Move 28: g3h1 (5.38s | 298 sim/s)
   [Worker 28] Move 233: d7c6 (7.68s | 208 sim/s)
   [Worker 1] Move 29: e1f1 (6.92s | 231 sim/s)
   [Worker 1] Move 30: e8g8 (5.55s | 288 sim/s)
   [Worker 1] Move 31: c2c3 (6.59s | 243 sim/s)
   [Worker 1] Move 32: h7h5 (6.26s | 255 sim/s)
   [Worker 4] Move 386: a1b1 (75.09s | 21 sim/s)
   [Worker 1] Move 33: f1e2 (6.76s | 237 sim/s)
   [Worker 1] Move 34: d8f6 (6.89s | 232 sim/s)
   [Worker 2] Move 397: e2f2 (47.28s | 34 sim/s)
   [Worker 4] Move 387: f7e6 (15.97s | 100 sim/s)
   [Worker 1] Move 35: e3f5 (8.15s | 196 sim/s)
   [Worker 2] Move 398: b1b2 (6.29s | 254 sim/s)
   [Worker 1] Move 36: g8h7 (6.95s | 230 sim/s)
   [Worker 1] Move 37: a4c6 (8.30s | 193 sim/s)
   [Worker 1] Move 38: f6e7 (7.05s | 227 sim/s)
   [Worker 28] Move 234: c3b2 (66.33s | 24 sim/s)
   [Worker 1] Move 39: f5e7 (8.61s | 186 sim/s)
   [Worker 28] Move 235: c6b6 (14.80s | 108 sim/s)
   [Worker 1] Move 40: b7c6 (7.21s | 222 sim/s)
   [Worker 1] Move 41: e7f5 (7.30s | 219 sim/s)
   [Worker 2] Move 399: f2g1 (45.35s | 35 sim/s)
   [Worker 1] Move 42: d7d5 (6.98s | 229 sim/s)
   [Worker 2] Move 400: h3g3 (5.33s | 300 sim/s)
   [Worker 2] Game 3 ended in FORCED DRAW (Max moves 400)
   [Worker 2] Finished Game 3 in 6203.9s |  Total Moves 400 | Result 1/2-1/2
   [Worker 2] Starting Game 4...
   [Worker 2] Move 1: b1a3 (3.10s | 516 sim/s)
   [Worker 2] Move 2: c7c6 (3.03s | 527 sim/s)
   [Worker 1] Move 43: d1g1 (7.99s | 200 sim/s)
   [Worker 2] Move 3: e2e3 (3.29s | 487 sim/s)
   [Worker 2] Move 4: e7e5 (3.78s | 423 sim/s)
   [Worker 1] Move 44: c8e6 (7.50s | 213 sim/s)
   [Worker 2] Move 5: f2f3 (4.10s | 390 sim/s)
   [Worker 2] Move 6: b8a6 (3.88s | 413 sim/s)
   [Worker 1] Move 45: f5e7 (9.32s | 172 sim/s)
   [Worker 2] Move 7: f1e2 (4.37s | 366 sim/s)
   [Worker 2] Move 8: g8f6 (3.70s | 433 sim/s)
   [Worker 1] Move 46: d5e4 (8.43s | 190 sim/s)
   [Worker 2] Move 9: e3e4 (4.39s | 364 sim/s)
   [Worker 2] Move 10: f6d5 (3.81s | 420 sim/s)
   [Worker 2] Move 11: e2b5 (5.02s | 319 sim/s)
   [Worker 1] Move 47: b1a1 (10.07s | 159 sim/s)
   [Worker 2] Move 12: f8d6 (4.38s | 365 sim/s)
   [Worker 1] Move 48: a8b8 (8.17s | 196 sim/s)
   [Worker 2] Move 13: a1b1 (5.94s | 269 sim/s)
   [Worker 2] Move 14: d6c7 (4.40s | 364 sim/s)
   [Worker 1] Move 49: e2e1 (11.07s | 145 sim/s)
   [Worker 2] Move 15: d1e2 (5.56s | 288 sim/s)
   [Worker 28] Move 236: b2c3 (82.21s | 19 sim/s)
   [Worker 2] Move 16: a6b4 (4.88s | 328 sim/s)
   [Worker 1] Move 50: f8c8 (8.89s | 180 sim/s)
   [Worker 28] Move 237: b6d8 (6.57s | 244 sim/s)
   [Worker 2] Move 17: g2g3 (6.03s | 265 sim/s)
   [Worker 2] Move 18: d5f4 (5.22s | 306 sim/s)
   [Worker 1] Move 51: g1g4 (10.75s | 149 sim/s)
   [Worker 2] Move 19: e2d1 (6.50s | 246 sim/s)
   [Worker 2] Move 20: g7g6 (4.40s | 363 sim/s)
   [Worker 1] Move 52: h7h6 (8.45s | 189 sim/s)
   [Worker 2] Move 21: g1e2 (6.48s | 247 sim/s)
   [Worker 1] Move 53: g4e6 (10.06s | 159 sim/s)
   [Worker 2] Move 22: f4e2 (4.32s | 371 sim/s)
   [Worker 2] Move 23: a3c4 (6.71s | 238 sim/s)
   [Worker 1] Move 54: f7e6 (8.97s | 178 sim/s)
   [Worker 2] Move 24: b4a2 (5.29s | 303 sim/s)
   [Worker 1] Move 55: f3e4 (7.33s | 218 sim/s)
   [Worker 2] Move 25: c4e3 (6.60s | 243 sim/s)
   [Worker 4] Move 388: b1c2 (176.50s | 9 sim/s)
   [Worker 1] Move 56: b8b7 (6.10s | 262 sim/s)
   [Worker 2] Move 26: e2g3 (6.00s | 267 sim/s)
   [Worker 28] Move 238: c3b3 (53.98s | 30 sim/s)
   [Worker 1] Move 57: e7c6 (7.92s | 202 sim/s)
   [Worker 2] Move 27: b5a4 (6.82s | 235 sim/s)
   [Worker 28] Move 239: d8c7 (9.13s | 175 sim/s)
   [Worker 4] Move 389: e6d6 (16.03s | 100 sim/s)
   [Worker 1] Move 58: h6h7 (7.14s | 224 sim/s)
   [Worker 2] Move 28: g3h1 (5.89s | 271 sim/s)
   [Worker 2] Move 29: e1f1 (6.90s | 232 sim/s)
   [Worker 1] Move 59: c6b4 (9.29s | 172 sim/s)
   [Worker 2] Move 30: e8g8 (5.55s | 288 sim/s)
   [Worker 1] Move 60: a7a5 (6.27s | 255 sim/s)
   [Worker 2] Move 31: c2c3 (6.61s | 242 sim/s)
   [Worker 1] Move 61: b4d3 (9.17s | 175 sim/s)
   [Worker 2] Move 32: h7h5 (6.26s | 256 sim/s)
   [Worker 1] Move 62: h7h8 (5.78s | 277 sim/s)
   [Worker 2] Move 33: f1e2 (6.79s | 236 sim/s)
   [Worker 2] Move 34: d8f6 (6.88s | 232 sim/s)
   [Worker 1] Move 63: e1f1 (9.01s | 178 sim/s)
   [Worker 1] Move 64: h8h7 (6.39s | 251 sim/s)
   [Worker 2] Move 35: e3f5 (7.99s | 200 sim/s)
   [Worker 28] Move 240: b3c3 (49.25s | 32 sim/s)
   [Worker 2] Move 36: g8h7 (7.04s | 227 sim/s)
   [Worker 1] Move 65: f1g2 (9.73s | 164 sim/s)
   [Worker 28] Move 241: e5g4 (8.78s | 182 sim/s)
   [Worker 2] Move 37: a4c6 (8.17s | 196 sim/s)
   [Worker 1] Move 66: h7h6 (6.75s | 237 sim/s)
   [Worker 2] Move 38: f6e7 (7.03s | 227 sim/s)
   [Worker 1] Move 67: g2f3 (9.69s | 165 sim/s)
   [Worker 2] Move 39: f5e7 (8.78s | 182 sim/s)
   [Worker 1] Move 68: h6h7 (6.61s | 242 sim/s)
   [Worker 2] Move 40: b7c6 (7.19s | 223 sim/s)
   [Worker 4] Move 390: c2b1 (89.77s | 18 sim/s)
   [Worker 1] Move 69: f3e3 (10.17s | 157 sim/s)
   [Worker 2] Move 41: e7f5 (7.49s | 213 sim/s)
   [Worker 1] Move 70: c8g8 (6.52s | 245 sim/s)
   [Worker 2] Move 42: d7d5 (6.82s | 235 sim/s)
   [Worker 4] Move 391: d6e5 (13.24s | 121 sim/s)
   [Worker 1] Move 71: a1a2 (10.21s | 157 sim/s)
   [Worker 2] Move 43: d1g1 (7.92s | 202 sim/s)
   [Worker 1] Move 72: h7h6 (6.86s | 233 sim/s)
   [Worker 2] Move 44: c8e6 (7.36s | 217 sim/s)
   [Worker 1] Move 73: d3e1 (9.79s | 163 sim/s)
   [Worker 2] Move 45: f5e7 (9.15s | 175 sim/s)
   [Worker 1] Move 74: g6g5 (7.26s | 220 sim/s)
   [Worker 2] Move 46: d5e4 (8.44s | 190 sim/s)
   [Worker 1] Move 75: e3f3 (10.45s | 153 sim/s)
   [Worker 2] Move 47: b1a1 (10.01s | 160 sim/s)
   [Worker 28] Move 242: c3b3 (86.56s | 18 sim/s)
   [Worker 1] Move 76: h6h7 (6.89s | 232 sim/s)
   [Worker 2] Move 48: a8b8 (8.40s | 191 sim/s)
   [Worker 28] Move 243: c7e7 (9.07s | 176 sim/s)
   [Worker 1] Move 77: f3e2 (10.61s | 151 sim/s)
   [Worker 2] Move 49: e2e1 (10.93s | 146 sim/s)
   [Worker 1] Move 78: g5g4 (7.66s | 209 sim/s)
   [Worker 2] Move 50: f8c8 (8.78s | 182 sim/s)
   [Worker 1] Move 79: e2d3 (11.10s | 144 sim/s)
   [Worker 2] Move 51: g1g4 (10.40s | 154 sim/s)
   [Worker 1] Move 80: b7a7 (7.02s | 228 sim/s)
   [Worker 4] Move 392: b1c1 (84.13s | 19 sim/s)
   [Worker 2] Move 52: h7h6 (8.51s | 188 sim/s)
   [Worker 1] Move 81: d3c2 (10.07s | 159 sim/s)
   [Worker 2] Move 53: g4e6 (10.11s | 158 sim/s)
   [Worker 4] Move 393: e5d6 (13.71s | 117 sim/s)
   [Worker 1] Move 82: a7b7 (7.64s | 209 sim/s)
   [Worker 2] Move 54: f7e6 (8.97s | 178 sim/s)
   [Worker 1] Move 83: c2d1 (11.57s | 138 sim/s)
   [Worker 2] Move 55: f3e4 (7.31s | 219 sim/s)
   [Worker 1] Move 84: h5h4 (8.48s | 189 sim/s)
   [Worker 2] Move 56: b8b7 (6.21s | 258 sim/s)
   [Worker 28] Move 244: b3b2 (70.77s | 23 sim/s)
   [Worker 2] Move 57: e7c6 (7.35s | 218 sim/s)
   [Worker 1] Move 85: a2a5 (11.59s | 138 sim/s)
   [Worker 2] Move 58: h6h7 (6.83s | 234 sim/s)
   [Worker 28] Move 245: e7e5 (13.60s | 118 sim/s)
   [Worker 1] Move 86: c7a5 (9.57s | 167 sim/s)
   [Worker 2] Move 59: c6b4 (9.37s | 171 sim/s)
   [Worker 2] Move 60: a7a5 (6.27s | 255 sim/s)
   [Worker 1] Move 87: d1c2 (13.34s | 120 sim/s)
   [Worker 2] Move 61: b4d3 (9.24s | 173 sim/s)
   [Worker 1] Move 88: h1g3 (6.10s | 262 sim/s)
   [Worker 2] Move 62: h7h8 (5.87s | 273 sim/s)
   [Worker 2] Move 63: e1f1 (8.90s | 180 sim/s)
   [Worker 1] Move 89: c2b1 (14.65s | 109 sim/s)
   [Worker 2] Move 64: h8h7 (6.29s | 254 sim/s)
